lat,lon,apr_avg_max_tempF,apr_avg_min_tempF,apr_humidPerc,apr_precipIn,aug_avg_max_tempF,aug_avg_min_tempF,aug_humidPerc,aug_precipIn,dec_avg_max_tempF,dec_avg_min_tempF,dec_humidPerc,dec_precipIn,feb_avg_max_tempF,feb_avg_min_tempF,feb_humidPerc,feb_precipIn,jan_avg_max_tempF,jan_avg_min_tempF,jan_humidPerc,jan_precipIn,jul_avg_max_tempF,jul_avg_min_tempF,jul_humidPerc,jul_precipIn,jun_avg_max_tempF,jun_avg_min_tempF,jun_humidPerc,jun_precipIn,mar_avg_max_tempF,mar_avg_min_tempF,mar_humidPerc,mar_precipIn,may_avg_max_tempF,may_avg_min_tempF,may_humidPerc,may_precipIn,nov_avg_max_tempF,nov_avg_min_tempF,nov_humidPerc,nov_precipIn,oct_avg_max_tempF,oct_avg_min_tempF,oct_humidPerc,oct_precipIn,sep_avg_max_tempF,sep_avg_min_tempF,sep_humidPerc,sep_precipIn
-32.8896247,-68.8526866999999,67.5333333333333,49.5666666666666,64.5666666666666,0.0534120734363333,66.8064516129032,44.9354838709677,38.5483870967741,0.000254000507741935,87.5806451612903,64.0322580645161,32.7096774193548,0.0631191261738709,88.3448275862068,66.8620689655172,50.7931034482758,0.161145804885862,87.6774193548387,66.4838709677419,51.9032258064516,0.280670561054838,56.6774193548387,38.4193548387096,56.2903225806451,0.00342900685451612,53.6333333333333,38.3333333333333,67.1333333333333,0.0196850393499999,81.9354838709677,60.8387096774193,50.516129032258,0.082296164508387,57.9677419354838,44.8709677419354,81.8064516129032,0.0256540512819354,80.9333333333333,57.2333333333333,38.0333333333333,0.0914698161796666,75.0967741935483,52.1935483870967,47.1612903225806,0.0735331469912903,69.8333333333333,46.2333333333333,37.0,0.00328083989166666
-33.0391038,-68.8798643999998,67.5333333333333,49.5666666666666,64.5666666666666,0.0534120734363333,66.8064516129032,44.9354838709677,38.5483870967741,0.000254000507741935,87.5806451612903,64.0322580645161,32.7096774193548,0.0631191261738709,88.3448275862068,66.8620689655172,50.7931034482758,0.161145804885862,87.6774193548387,66.4838709677419,51.9032258064516,0.280670561054838,56.6774193548387,38.4193548387096,56.2903225806451,0.00342900685451612,53.6333333333333,38.3333333333333,67.1333333333333,0.0196850393499999,81.9354838709677,60.8387096774193,50.516129032258,0.082296164508387,57.9677419354838,44.8709677419354,81.8064516129032,0.0256540512819354,80.9333333333333,57.2333333333333,38.0333333333333,0.0914698161796666,75.0967741935483,52.1935483870967,47.1612903225806,0.0735331469912903,69.8333333333333,46.2333333333333,37.0,0.00328083989166666
-32.8894587,-68.8458385999999,67.5333333333333,49.5666666666666,64.5666666666666,0.0534120734363333,66.8064516129032,44.9354838709677,38.5483870967741,0.000254000507741935,87.5806451612903,64.0322580645161,32.7096774193548,0.0631191261738709,88.3448275862068,66.8620689655172,50.7931034482758,0.161145804885862,87.6774193548387,66.4838709677419,51.9032258064516,0.280670561054838,56.6774193548387,38.4193548387096,56.2903225806451,0.00342900685451612,53.6333333333333,38.3333333333333,67.1333333333333,0.0196850393499999,81.9354838709677,60.8387096774193,50.516129032258,0.082296164508387,57.9677419354838,44.8709677419354,81.8064516129032,0.0256540512819354,80.9333333333333,57.2333333333333,38.0333333333333,0.0914698161796666,75.0967741935483,52.1935483870967,47.1612903225806,0.0735331469912903,69.8333333333333,46.2333333333333,37.0,0.00328083989166666
-33.6000359999998,-69.2827029999999,67.5333333333333,49.5666666666666,64.5666666666666,0.0534120734363333,66.8064516129032,44.9354838709677,38.5483870967741,0.000254000507741935,87.5806451612903,64.0322580645161,32.7096774193548,0.0631191261738709,88.3448275862068,66.8620689655172,50.7931034482758,0.161145804885862,87.6774193548387,66.4838709677419,51.9032258064516,0.280670561054838,56.6774193548387,38.4193548387096,56.2903225806451,0.00342900685451612,53.6333333333333,38.3333333333333,67.1333333333333,0.0196850393499999,81.9354838709677,60.8387096774193,50.516129032258,0.082296164508387,57.9677419354838,44.8709677419354,81.8064516129032,0.0256540512819354,80.9333333333333,57.2333333333333,38.0333333333333,0.0914698161796666,75.0967741935483,52.1935483870967,47.1612903225806,0.0735331469912903,69.8333333333333,46.2333333333333,37.0,0.00328083989166666
-33.6000359999998,-69.2827029999999,67.5333333333333,49.5666666666666,64.5666666666666,0.0534120734363333,66.8064516129032,44.9354838709677,38.5483870967741,0.000254000507741935,87.5806451612903,64.0322580645161,32.7096774193548,0.0631191261738709,88.3448275862068,66.8620689655172,50.7931034482758,0.161145804885862,87.6774193548387,66.4838709677419,51.9032258064516,0.280670561054838,56.6774193548387,38.4193548387096,56.2903225806451,0.00342900685451612,53.6333333333333,38.3333333333333,67.1333333333333,0.0196850393499999,81.9354838709677,60.8387096774193,50.516129032258,0.082296164508387,57.9677419354838,44.8709677419354,81.8064516129032,0.0256540512819354,80.9333333333333,57.2333333333333,38.0333333333333,0.0914698161796666,75.0967741935483,52.1935483870967,47.1612903225806,0.0735331469912903,69.8333333333333,46.2333333333333,37.0,0.00328083989166666
-33.3300668,-69.1923916,67.5333333333333,49.5666666666666,64.5666666666666,0.0534120734363333,66.8064516129032,44.9354838709677,38.5483870967741,0.000254000507741935,87.5806451612903,64.0322580645161,32.7096774193548,0.0631191261738709,88.3448275862068,66.8620689655172,50.7931034482758,0.161145804885862,87.6774193548387,66.4838709677419,51.9032258064516,0.280670561054838,56.6774193548387,38.4193548387096,56.2903225806451,0.00342900685451612,53.6333333333333,38.3333333333333,67.1333333333333,0.0196850393499999,81.9354838709677,60.8387096774193,50.516129032258,0.082296164508387,57.9677419354838,44.8709677419354,81.8064516129032,0.0256540512819354,80.9333333333333,57.2333333333333,38.0333333333333,0.0914698161796666,75.0967741935483,52.1935483870967,47.1612903225806,0.0735331469912903,69.8333333333333,46.2333333333333,37.0,0.00328083989166666
-31.5351073999998,-68.5385941,73.2666666666666,52.9,56.1666666666666,0.0124671915883333,72.5483870967741,48.8709677419354,31.6774193548387,0.000381000761612903,92.3870967741935,65.258064516129,29.8064516129032,0.00609601218580645,94.0689655172413,66.9655172413793,44.7241379310344,0.0127613358544827,93.8387096774193,68.0967741935483,42.2903225806451,0.0240030479816129,62.7419354838709,42.4838709677419,47.0967741935483,0.000889001777096774,59.3333333333333,41.2,54.1333333333333,0.00498687663533333,86.8709677419354,61.258064516129,42.5806451612903,0.0143510286874193,63.8387096774193,46.6129032258064,70.7096774193548,0.00317500634677419,86.1333333333333,58.7666666666666,33.6333333333333,0.0229658792416666,80.8387096774193,53.1612903225806,40.4516129032258,0.00850901700935484,75.4666666666666,48.3666666666666,32.0666666666666,0.00170603674366666
-34.6036844,-58.3815591,74.1333333333333,61.1666666666666,75.3666666666666,0.234120734669333,64.8709677419354,51.7419354838709,71.9032258064516,0.0350520700683871,89.4193548387096,68.1612903225806,57.9354838709677,0.199263398323548,92.8275862068965,73.4137931034482,62.4482758620689,0.136573445421379,92.1612903225806,72.8387096774193,58.774193548387,0.0839471678087096,60.8709677419354,48.4193548387096,81.258064516129,0.140589281035161,61.5666666666666,47.2666666666666,75.6666666666666,0.040944881848,83.4193548387096,65.6774193548387,65.9677419354838,0.0568961137341935,63.7096774193548,52.0322580645161,77.3548387096774,0.050927101802258,79.9666666666666,61.5,64.8333333333333,0.073228346382,71.3548387096774,58.258064516129,77.6129032258064,0.156464312769032,65.0333333333333,52.0666666666666,74.4666666666666,0.0981627295586666
-34.9062557,138.8397403,73.8,57.9666666666666,60.1333333333333,0.0144356955233333,60.258064516129,46.2903225806451,70.8709677419354,0.058928117796129,85.3225806451613,65.3548387096774,51.6451612903225,0.106553212997741,83.4137931034482,63.3793103448275,56.6551724137931,0.0103176757972413,85.9354838709677,68.0645161290322,50.0322580645161,0.0398780797154838,57.3225806451612,46.7096774193548,79.7096774193548,0.113665227214516,58.7333333333333,48.4333333333333,78.2666666666666,0.0750656167213333,80.2903225806451,63.516129032258,59.774193548387,0.0737871474990322,65.5806451612903,54.5483870967741,71.3225806451613,0.0613411226196774,77.3333333333333,58.3,59.4666666666666,0.0393700787,65.7741935483871,51.258064516129,60.8387096774193,0.0608331216041935,59.2,46.8333333333333,76.5333333333333,0.139895012980666
-34.9062557,138.8397403,73.8,57.9666666666666,60.1333333333333,0.0144356955233333,60.258064516129,46.2903225806451,70.8709677419354,0.058928117796129,85.3225806451613,65.3548387096774,51.6451612903225,0.106553212997741,83.4137931034482,63.3793103448275,56.6551724137931,0.0103176757972413,85.9354838709677,68.0645161290322,50.0322580645161,0.0398780797154838,57.3225806451612,46.7096774193548,79.7096774193548,0.113665227214516,58.7333333333333,48.4333333333333,78.2666666666666,0.0750656167213333,80.2903225806451,63.516129032258,59.774193548387,0.0737871474990322,65.5806451612903,54.5483870967741,71.3225806451613,0.0613411226196774,77.3333333333333,58.3,59.4666666666666,0.0393700787,65.7741935483871,51.258064516129,60.8387096774193,0.0608331216041935,59.2,46.8333333333333,76.5333333333333,0.139895012980666
